ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
671,     2,     7,     7,     1,     2,     1,     0,     3,     2,     4,     2,     5,     9,     5,     1,     5,     8,     4,     1,     0
672,     1,     8,     9,     3,     0,     1,     1,     2,     6,     4,     0,     7,    10,     5,     3,     5,     7,     4,     0,     0
673,     3,     8,     9,     1,     1,     0,     0,     4,     6,     6,     3,     2,     9,     7,     3,     5,     9,     7,     1,     0
674,     2,     3,     1,     9,     2,     0,    10,     7,     1,     4,     3,     0,     4,     3,     9,     3,     6,     3,     7,     2
675,     2,     2,     2,     6,     3,     0,     8,     5,     1,     7,     2,     1,     5,     3,     8,     6,     6,     7,     9,     1
676,     7,     7,     2,     7,     5,     1,     5,     2,     5,     8,     6,     1,     5,     7,     2,     2,     2,     4,     2,     3
677,     5,     6,     9,     7,     1,     1,     2,     6,     7,     4,     2,     2,     1,     0,     1,     1,     2,     5,    10,    10
678,     4,     6,     8,     7,     0,     0,     3,     3,     9,     7,     0,     2,     0,     0,     1,     3,     3,     5,     9,     9
679,     4,     5,     2,     3,     8,     3,     2,     1,     4,     4,     6,     3,     3,     8,     3,     4,     4,     7,     8,     3
680,     4,     1,     3,     8,     2,     0,     9,     3,     2,     9,     0,     1,     6,     1,     9,     3,     6,     7,     4,     4
681,     7,     8,     0,     7,     6,     0,     5,     0,     5,     5,     7,     2,     3,     4,     0,     0,     2,     3,     4,     3
682,     8,     8,     1,     7,     8,     1,     5,     0,     6,     3,     7,     2,     5,     4,     3,     5,     2,     5,     1,     2
683,     3,     5,    10,     6,     0,     1,     6,     3,     7,     4,     2,     0,     3,     1,     0,     2,     1,     4,     9,     8
684,     1,     2,     0,     8,     1,     0,     9,     6,     0,     3,     2,     1,     4,     3,     7,     7,     9,     3,     4,     2
685,     6,     5,     7,     6,     0,     3,     5,     5,     8,     3,     5,     2,     1,     0,     3,     2,     1,     3,    10,     8
686,     0,     4,     3,     9,     2,     1,    10,     4,     0,     6,     0,     1,     2,     2,     5,     6,     8,     5,     6,     1
687,     4,     5,     7,     0,     0,     2,     2,     4,     8,     4,     2,     1,    10,     6,     2,     3,     5,     2,     0,     0
688,     1,     2,     1,     9,     2,     3,     7,     5,     1,     6,     1,     3,     3,     2,     5,     5,     9,     6,     4,     2
689,     1,     0,     3,     8,     5,     1,     8,     4,     0,     4,     1,     2,     5,     1,     6,     6,     8,     5,     5,     0
690,     1,     1,     4,     7,     3,     1,     8,     6,     1,     6,     1,     3,     5,     3,     9,     6,     6,     8,     4,     3
691,     0,     1,     2,     9,     1,     4,     7,     6,     3,     7,     2,     0,     4,     1,     7,     6,     7,     4,     7,     2
692,     5,     5,     9,     6,     2,     4,     5,     3,     7,     4,     2,     1,     0,     1,     3,     2,     2,     1,     8,    10
693,     4,     7,    10,     7,     0,     0,     6,     4,     6,     8,     1,     2,     1,     2,     2,     2,     0,     4,     9,    10
694,     6,     8,     2,     8,     5,     2,     6,     0,     3,     4,     6,     1,     4,     6,     3,     5,     2,     4,     7,     4
695,     2,     2,     2,     9,     3,     3,     9,     5,     2,     5,     1,     1,     7,     1,     7,     6,     7,     3,     4,     4
696,     4,     6,     8,     0,     2,     0,     0,     5,     2,     6,     3,     5,    10,     4,     1,     2,     7,     7,     0,     0
697,     8,     6,     3,     6,     6,     1,     4,     2,     6,     8,     8,     1,     4,     5,     1,     3,     3,     6,     7,     1
698,     9,     8,     0,     5,     8,     3,     5,     1,     6,     7,     7,     2,     3,    10,     3,     2,     1,     5,     7,     3
699,     3,     4,     9,     1,     0,     2,     2,     6,     5,     7,     4,     6,     8,     4,     2,     1,     5,     5,     0,     0
700,     3,     6,     9,     1,     1,     0,     1,     7,     7,     4,     2,     6,    10,     5,     3,     3,     6,     6,     0,     0
701,     4,     2,     3,     8,     1,     0,     8,     8,     0,     4,     2,     3,     6,     3,     5,     8,     8,     3,     6,     2
702,     7,     7,     1,     5,     7,     1,     4,     1,     2,     6,     7,     2,     1,     5,     3,     3,     0,     5,     5,     0
703,     5,     4,    10,     6,     0,     0,     4,     4,     9,     4,     4,     2,     0,     1,     2,     2,     0,     3,     9,    10
704,     1,     8,     9,     1,     1,     2,     4,     5,     4,     7,     4,     3,     9,     5,     2,     2,     7,     5,     1,     0
705,     9,     6,     1,     8,     6,     0,     5,     0,     3,     7,     8,     2,     6,     8,     2,     2,     0,     3,     6,     2
706,     0,     1,     5,     8,     0,     1,     7,     7,     1,     5,     1,     3,     2,     2,     5,     4,     6,     5,     6,     1
707,     5,     7,     9,     1,     1,     1,     2,     4,     5,     6,     3,     6,     8,     4,     2,     2,     8,     4,     3,     0
708,     6,     7,     6,     8,     1,     0,     6,     7,     8,     4,     5,     0,     1,     0,     1,     2,     2,     3,    10,     9
709,     2,     2,     2,     8,     2,     0,    10,     4,     1,     6,     2,     2,     5,     3,     7,     5,     5,     5,     8,     2
710,     0,     0,     2,     8,     4,     3,     7,     5,     0,     5,     2,     0,     4,     1,     4,     4,     6,     4,     5,     4
711,     1,     3,     5,     6,     2,     3,     5,     3,     0,     3,     2,     1,     5,     3,     4,     6,     6,     4,     6,     3
712,     1,     5,     9,     0,     0,     0,     1,     5,     6,     5,     1,     5,    10,     4,     0,     3,     6,     5,     2,     0
713,     1,     7,     9,     0,     0,     1,     2,     3,     6,     5,     2,     5,     9,     3,     4,     1,     8,     2,     1,     0
714,     8,     7,     0,     8,     6,     1,     5,     2,     6,     6,     4,     1,     1,     6,     2,     3,     2,     8,     3,     2
715,     5,     3,     1,     8,     2,     0,     9,     8,     2,     4,     0,     4,     3,     3,     6,     5,     6,     7,     6,     2
716,     5,     5,     1,     5,     8,     1,     4,     1,     7,     4,     7,     2,     1,     6,     2,     4,     4,     8,     4,     3
717,     3,     8,     8,     0,     1,     0,     1,     7,     4,     6,     1,     5,     9,     6,     3,     2,     9,     5,     0,     0
718,     1,     2,     2,     6,     5,     2,     9,     5,     0,     5,     4,     4,     3,     2,     7,     5,     7,     6,     5,     2
719,     5,     5,     2,     7,     6,     2,     2,     1,     4,     3,     9,     3,     7,     6,     3,     2,     1,     4,     9,     1
720,     2,     0,     1,     9,     3,     0,     9,     5,     0,     5,     2,     1,     2,     1,     6,     3,     7,     6,     3,     0
721,     3,     3,     2,     7,     1,     2,     6,     6,     1,     4,     2,     2,     3,     1,     7,     8,     7,     6,     7,     4
722,     4,     2,     2,     8,     1,     3,     9,     3,     0,     4,     3,     0,     6,     2,    10,     5,     8,     4,     8,     3
723,     8,     6,     3,     6,     5,     1,     3,     1,     4,     2,     5,     2,     3,     6,     1,     4,     2,     4,     9,     1
724,     7,     5,     1,     8,     9,     1,     3,     0,     9,     2,     3,     4,     7,     6,     4,     3,     0,     3,     4,     0
725,     1,     2,     1,     8,     3,     1,     8,     2,     2,     5,     2,     3,     5,     0,     7,     6,     5,     5,     5,     4
726,     1,     4,     3,     8,     5,     0,     9,     2,     0,     3,     1,     3,     5,     0,     6,     6,     7,     3,     6,     2
727,     5,     7,    10,     2,     2,     0,     1,     4,     5,     5,     3,     5,     8,     7,     6,     2,     8,     3,     0,     0
728,     2,     3,     1,     9,     3,     0,     9,     3,     0,     5,     1,     4,     4,     3,     7,     3,     7,     4,     6,     4
729,     3,     6,    10,     2,     2,     0,     0,     3,     7,     2,     1,     6,     6,     4,     2,     1,     6,     5,     0,     0
730,     0,     1,     3,     8,     2,     0,    10,     2,     1,     4,     2,     3,     4,     5,     9,     8,     8,     6,     6,     0
731,     6,     8,     2,     6,     5,     0,     4,     2,     5,     5,     6,     3,     2,     7,     3,     2,     1,     6,     5,     2
732,     7,     7,     1,     6,     5,     1,     4,     1,     8,     8,     5,     4,     2,     6,     1,     5,     1,     4,     5,     2
733,     3,     1,     0,     6,     2,     1,     6,     7,     2,     6,     1,     2,     3,     3,     8,     5,     6,     6,     4,     0
734,     6,     6,     1,     8,     4,     0,     5,     1,     4,     3,    10,     2,     3,     9,     4,     2,     3,     3,     3,     3
735,     4,     6,    10,     7,     0,     1,     0,     4,     9,     6,     2,     1,     0,     2,     4,     1,     5,     5,     9,     7
736,     6,     6,    10,     8,     0,     2,     6,     2,     6,     3,     6,     0,     0,     1,     1,     1,     1,    10,     9,    10
737,     3,     7,     8,     5,     0,     0,     4,     5,    10,     4,     2,     2,     1,     0,     4,     5,     4,     4,     8,     9
738,     8,    10,     2,     2,     4,     2,     3,     0,     6,     9,     4,     3,     3,     6,     2,     1,     1,     6,     7,     6
739,     5,     5,    10,     6,     0,     0,     6,     6,     7,     4,     2,     1,     2,     1,     2,     2,     1,     6,     9,    10
740,     2,     6,     7,     0,     2,     0,     0,     6,     5,     7,     1,     4,     9,     3,     4,     2,     7,     6,     0,     0
741,     6,     4,     9,     3,     0,     0,     5,     5,     8,     3,     3,     0,     3,     0,     3,     0,     1,     4,    10,     7
742,     1,     5,     9,     0,     0,     1,     3,     5,     5,     5,     1,     3,     8,     5,     2,     4,     8,     5,     0,     0
743,     0,     2,     4,     8,     2,     3,     7,     6,     0,     6,     3,     0,     3,     1,     5,     5,     6,     5,     3,     1
744,     8,     9,     1,     5,     7,     2,     5,     0,     3,     7,     7,     1,     3,     9,     4,     4,     3,     5,     6,     1
745,     0,     8,     9,     0,     0,     1,     0,     6,     4,     1,     3,     6,    10,     3,     1,     3,    10,     6,     0,     0
746,     6,     6,     9,     7,     1,     2,     4,     6,     9,     7,     4,     2,     1,     0,     1,     3,     2,     3,     9,    10
747,     2,     1,     4,     8,     3,     0,     8,     9,     0,     7,     2,     3,     2,     2,     4,     3,     7,     3,     3,     3
748,     3,     4,     2,     8,     3,     1,     8,     3,     0,     4,     1,     1,     1,     5,     3,     4,     6,     3,     7,     0
749,     4,     7,     1,     6,     5,     0,     3,     3,     3,     5,     5,     2,     3,     6,     3,     3,     2,     4,     5,     5
750,     5,     5,     9,     9,     0,     0,     9,     4,     8,     6,     4,     1,     0,     1,     2,     1,     1,     7,     8,     7
751,     5,     9,    10,     6,     1,     0,     5,     3,     7,     6,     1,     0,     1,     0,     1,     2,     0,     4,     8,     9
752,     1,     2,     0,    10,     1,     0,     8,     2,     0,     8,     0,     1,     4,     4,     4,     6,     6,     2,     7,     1
753,    10,     8,     1,     5,     4,     2,     1,     2,     7,     6,     6,     2,     2,     6,     1,     3,     3,     4,     6,     1
754,     5,     7,     9,     5,     0,     0,     6,     3,    10,     3,     4,     4,     0,     1,     1,     2,     5,     3,     8,    10
755,     3,     7,     7,     0,     2,     1,     1,     6,     4,     4,     1,     4,     9,     5,     4,     0,     9,     7,     1,     0
756,     3,     3,     2,     9,     4,     3,     8,     3,     0,     6,     3,     5,     2,     2,     8,     4,     9,     3,     5,     0
757,     7,     7,     1,     8,     7,     0,     6,     1,     5,     4,     4,     2,     5,     6,     3,     5,     0,     6,     7,     3
758,     5,     6,     9,     0,     1,     2,     1,     7,     4,     4,     0,     6,     7,     8,     1,     2,     7,     5,     1,     0
759,     4,     6,     7,     7,     1,     1,     7,     6,    10,     7,     5,     2,     2,     1,     2,     3,     1,     4,    10,     7
760,     3,     2,     3,     7,     6,     2,     8,     4,     1,     1,     1,     3,     3,     1,     7,     6,     4,     1,     3,     1
761,     5,     7,     8,     8,     0,     2,     3,     5,     7,     8,     3,     1,     0,     0,     2,     3,     1,     5,     9,     9
762,     4,     8,     8,     8,     0,     0,     5,     6,     8,     4,     3,     0,     1,     0,     3,     4,     3,     2,     7,    10
763,     0,     2,     5,     9,     3,     0,     7,     8,     0,     3,     3,     4,     3,     4,     6,     4,     8,     4,     7,     1
764,     2,     5,    10,     0,     0,     2,     0,     4,     7,     6,     0,     5,    10,     5,     4,     2,     7,     3,     0,     0
765,     4,     2,     2,     9,     2,     1,     8,     5,     0,     7,     1,     1,     6,     2,     6,     6,     4,     5,     5,     2
766,     5,     9,     8,     4,     0,     0,     3,     4,     7,     2,     3,     1,     0,     0,     4,     0,     3,     4,     7,     9
767,     8,     8,     1,     8,     3,     2,     5,     0,     7,     3,     4,     3,     1,     6,     1,     5,     4,     5,     7,     3
768,     3,     4,     1,     9,     4,     0,     9,     6,     0,     5,     0,     3,     4,     5,     7,     6,     3,     4,     5,     4
769,     3,     2,     0,     8,     2,     3,     7,     7,     2,     5,     1,     3,     4,     2,     7,     4,     7,     3,     5,     3
770,     1,     3,     8,     0,     0,     2,     1,     5,     3,     8,     2,     6,    10,     4,     2,     1,     4,     6,     0,     0
771,     1,     5,     8,     0,     0,     0,     2,     6,     5,     5,     2,     5,     7,     6,     1,     3,     8,     5,     0,     0
772,     2,     1,     4,     8,     3,     2,     8,     2,     0,     7,     1,     2,     7,     1,     8,     4,     9,     5,     8,     1
773,     5,     9,     0,     6,     5,     1,     3,     2,     5,     7,     7,     2,     3,     9,     2,     2,     2,     3,     6,     5
774,     5,     7,     7,     7,     1,     2,     3,     4,     9,     8,     5,     1,     3,     0,     2,     1,     0,     4,     9,    10
775,     0,     2,     2,     7,     3,     1,     7,     5,     1,     4,     2,     2,     5,     4,     7,     6,     8,     2,     5,     2
776,     2,     4,     9,     3,     1,     0,     1,     5,     4,     8,     1,     5,     9,     2,     1,     3,     8,     4,     0,     0
777,     4,     4,     8,     0,     2,     1,     2,     3,     5,     4,     2,     8,     9,     5,     1,     2,     7,     6,     0,     0
778,     3,     8,     7,     2,     0,     2,     3,     5,     5,     1,     1,     9,     9,     7,     3,     4,     5,     1,     0,     0
779,     4,     4,     0,     9,     8,     2,     4,     2,     6,     6,     7,     3,     1,     7,     5,     5,     3,     2,     5,     3
780,     3,     6,    10,     5,     1,     1,     6,     6,     8,     5,     5,     1,     0,     1,     3,     1,     2,     3,    10,    10
781,     2,     6,     6,     1,     1,     1,     0,     5,     5,     5,     4,     2,     9,     4,     3,     3,     8,     8,     0,     0
782,     2,     2,     1,    10,     3,     0,    10,     4,     1,     4,     2,     4,     3,     2,     5,     7,     5,     4,     7,     3
783,     3,     8,    10,     2,     1,     0,     0,     6,     7,     5,     0,     3,     7,     3,     3,     3,     9,     5,     1,     0
784,     5,     6,     8,     8,     0,     2,     6,     7,     7,     3,     3,     0,     0,     0,     1,     1,     4,     3,     8,    10
785,     7,     7,     0,     7,     7,     1,     4,     0,     3,     5,     5,     3,     2,     4,     4,     3,     2,     5,     4,     3
786,     5,     3,     9,     2,     0,     0,     2,     5,     8,     5,     4,     1,     3,     0,     2,     3,     2,     9,     9,     7
787,     5,     5,    10,     5,     0,     1,     6,     6,     9,     8,     4,     0,     1,     2,     2,     4,     1,     5,     9,    10
788,     3,     4,     1,     9,     3,     0,     9,     4,     0,     3,     1,     0,     2,     4,     5,     6,     7,     5,     5,     1
789,     7,     6,     9,     8,     0,     1,     5,     4,     7,     3,     2,     2,     2,     0,     3,     4,     1,     6,     7,    10
790,     3,     6,     1,     4,     6,     1,     2,     0,     3,     2,     4,     0,     5,     7,     2,     2,     4,     5,     4,     3
791,     0,     5,    10,     1,     0,     0,     0,     5,     6,     5,     1,     4,     9,     4,     3,     4,     6,     6,     0,     0
792,     3,     5,     6,     7,     0,     0,     8,     4,     9,     4,     2,     1,     0,     0,     1,     2,     2,     5,     8,     9
793,     4,     8,     9,     0,     2,     1,     2,     7,     6,     7,     4,     4,    10,     4,     2,     6,     6,     4,     0,     0
794,     3,     2,     2,     9,     1,     0,     8,     4,     0,     4,     2,     4,     6,     1,     7,     2,     9,     5,     8,     4
795,     3,     3,     2,     9,     1,     0,     9,     5,     1,     6,     2,     4,     2,     2,     8,     5,     7,     5,     4,     0
796,     9,     4,     2,     7,     5,     0,     6,     0,     3,     7,     9,     1,     3,     6,     2,     5,     0,     4,     6,     4
797,     4,     7,     9,     2,     3,     0,     2,     6,     5,     2,     3,     3,    10,     5,     3,     2,     7,     5,     0,     0
798,     3,     4,     2,    10,     0,     2,     5,     7,     1,     3,     3,     2,     2,     1,     8,     7,     7,     8,     8,     1
799,     3,     3,     8,     0,     1,     0,     2,     8,     4,     3,     3,     3,     8,     4,     3,     4,     7,     4,     0,     0
800,     2,     2,     2,     9,     3,     1,     9,     3,     1,     5,     0,     2,     2,     2,     7,     2,     6,     5,     5,     4
801,     5,     5,    10,     4,     1,     0,     5,     4,     6,     7,     9,     0,     0,     0,     2,     3,     3,     7,    10,     9
802,     2,     0,     3,     5,     3,     0,     8,     4,     2,     7,     1,     1,     4,     5,     7,     4,     8,     4,     7,     4
803,     1,     2,     3,     8,     4,     2,     8,     4,     1,     3,     1,     1,     3,     2,     8,     8,     4,     8,     5,     3
804,     5,     6,     8,     5,     0,     2,     5,     3,     7,     4,     0,     1,     1,     0,     4,     3,     1,     6,     9,    10
805,     2,     2,     3,     9,     3,     1,     8,     6,     0,     9,     1,     0,     4,     0,     6,     9,     7,     5,     6,     3
806,     9,     7,     0,     6,     5,     0,     4,     0,     2,     2,     7,     3,     4,     5,     4,     3,     2,     4,     0,     2
807,     1,     7,    10,     1,     1,     0,     1,     4,     4,     5,     1,     8,     9,     4,     3,     3,     6,     3,     0,     0
808,     2,     3,     4,     8,     2,     3,     8,     8,     0,     1,     1,     3,     8,     5,     3,     7,     6,     4,     3,     2
809,     8,     7,     4,     9,     6,     1,     6,     2,     6,     4,     6,     2,     3,     7,     3,     2,     1,     6,     6,     2
810,     7,     4,     0,     8,     8,     2,     3,     1,     3,     5,     6,     0,     2,     7,     3,     3,     3,     3,     4,     5
811,     1,     3,     4,     9,     2,     0,     9,     2,     1,     3,     1,     2,     5,     2,     4,     2,     9,     5,     7,     3
812,     2,     4,     9,     0,     0,     1,     1,     7,     5,     4,     2,     5,     8,     5,     2,     1,     9,     5,     0,     0
813,     6,     4,    10,     7,     0,     2,     3,     4,     8,     5,     4,     1,     2,     1,     2,     2,     1,     5,     8,     8
814,     0,     0,     0,     8,     1,     2,     9,     5,     1,     4,     1,     3,     3,     4,     8,     3,     5,     3,     3,     0
815,     2,     1,     2,     9,     3,     3,     7,     4,     1,     5,     1,     2,     3,     2,     3,     2,     8,     3,     5,     2
816,     3,     2,     3,     7,     3,     0,     7,     5,     1,     4,     1,     0,     7,     3,     7,     5,     7,     1,     4,     4
817,     2,     1,     3,     9,     4,     2,     7,     5,     2,     3,     1,     2,     0,     4,     6,     2,     6,     6,     6,     2
818,     2,     1,     2,     8,     1,     1,     6,     5,     0,     5,     5,     1,     3,     2,     8,     6,     5,     6,     4,     2
819,     3,     5,     9,     0,     0,     0,     1,     4,     4,     4,     3,     7,     9,     6,     2,     2,     8,     6,     1,     0
820,     7,     3,     9,     7,     0,     1,     3,     6,     4,     4,     5,     2,     1,     0,     1,     2,     2,     7,     8,     9
821,     4,     3,     8,     7,     0,     1,     5,     5,     8,     4,     3,     2,     2,     1,     3,     2,     2,     4,     8,    10
822,     2,     1,     3,     7,     3,     1,     9,     6,     0,     4,     2,     1,     5,     1,     6,     4,     8,     5,     6,     1
823,     7,     4,     9,     5,     1,     1,     4,     2,     8,     4,     4,     0,     0,     1,     2,     3,     1,     4,    10,    10
824,     3,     6,     8,     6,     0,     0,     2,     6,     9,     5,     2,     1,     0,     1,     1,     2,     2,     5,     8,     8
825,     0,     5,     6,     1,     0,     2,     2,     3,     4,     6,     2,     7,     9,     3,     2,     3,     8,     3,     1,     0
826,     5,     2,     0,     9,     4,     0,     9,     5,     1,     6,     0,     3,     4,     0,     7,     6,     6,     5,     5,     2
827,     6,     5,    10,     6,     1,     1,     8,     2,     6,     9,     4,     1,     1,     0,     2,     0,     1,     5,     8,     9
828,     2,     1,     1,     8,     8,     1,     7,     4,     1,     4,     3,     4,     6,     2,     7,     2,    10,     3,     3,     2
829,     2,     8,     9,     0,     2,     0,     0,     3,     4,     3,     1,     2,    10,     5,     4,     3,     4,     6,     0,     0
830,     1,     6,    10,     1,     2,     1,     1,     3,     5,     4,     3,     5,     9,     4,     2,     4,     6,     5,     0,     0
831,     6,     2,     1,     6,     2,     0,     8,     4,     1,     5,     1,     2,     5,     5,     7,     6,     5,     5,     4,     4
832,     7,     7,     2,     8,     7,     1,     3,     1,     5,     7,     7,     3,     3,     6,     1,     5,     0,     6,     6,     3
833,     4,     7,     9,     5,     2,     0,     5,     5,     9,     5,     2,     0,     1,     0,     3,     3,     5,     3,     9,    10
834,     9,     7,     0,     9,     5,     1,     3,     0,     7,     7,     5,     3,     5,     6,     2,     5,     1,     5,     3,     4
835,     4,     2,     2,    10,     3,     0,     7,     5,     0,     4,     1,     4,     3,     0,     5,     6,     7,     5,     5,     4
836,     7,     7,     2,     7,     3,     3,     4,     1,     4,     3,     8,     1,     5,     6,     1,     0,     1,     4,     5,     4
837,     9,     9,     2,     6,     7,     0,     5,     2,     6,     5,     3,     1,     1,     5,     2,     2,     2,     4,     5,     3
838,     6,     7,     9,     8,     0,     3,     2,     5,     7,     7,     3,     0,     0,     0,     4,     2,     1,     4,     6,     9
839,     1,     6,     8,     1,     1,     3,     2,     3,     5,     3,     3,     9,    10,     2,     2,     2,     8,     7,     0,     0
840,     4,     4,     7,     0,     0,     1,     0,     7,     4,     4,     3,     3,     9,     5,     1,     5,     8,     5,     1,     0
841,     5,     7,     8,     9,     0,     3,     7,     3,     8,     6,     2,     0,     1,     2,     2,     2,     4,     4,     9,    10
842,     4,     4,     8,     1,     1,     0,     0,     7,     4,     5,     1,     6,    10,     4,     2,     3,     7,     1,     0,     0
843,     2,     3,     2,     9,     3,     1,     7,     5,     4,     5,     0,     3,     3,     0,     6,     4,     7,     5,     4,     1
844,     5,     7,     8,     6,     0,     0,     3,     4,     8,     8,     2,     3,     1,     0,     5,     2,     4,     5,    10,    10
845,     6,     7,    10,     5,     0,     2,     7,     7,     9,     8,     5,     0,     2,     0,     0,     1,     4,     5,    10,     9
846,     3,     2,     2,     8,     4,     0,     7,     2,     2,     4,     2,     3,     4,     2,     6,     4,     7,     2,     6,     2
847,     2,     1,     4,     7,     3,     0,     9,     5,     1,     7,     2,     3,     7,     3,     7,     4,     6,     6,     3,     4
848,     6,     6,     9,     5,     0,     2,     3,     3,    10,     4,     6,     0,     1,     0,     3,     1,     0,     6,    10,     9
849,     6,     4,     5,     7,     0,     0,     4,     3,     6,     5,     5,     0,     1,     0,     1,     0,     3,     6,     8,    10
850,     2,     4,     9,     0,     1,     0,     1,     7,     6,     5,     1,     2,    10,     5,     1,     3,     8,     4,     0,     0
851,     2,     1,     3,     5,     3,     2,     9,     6,     1,     6,     3,     1,     5,     2,     7,     7,     8,     2,     6,     1
852,     0,     1,     3,     7,     4,     0,     6,     6,     1,     5,     3,     1,     4,     3,     4,     4,     6,     5,     3,     1
853,     6,     6,     7,     6,     0,     1,     3,     5,     8,     2,     1,     4,     0,     0,     2,     4,     2,     5,     9,    10
854,     7,     6,     9,     9,     0,     2,     4,     6,     9,     6,     4,     0,     2,     1,     2,     1,     0,     9,     8,     9
855,     2,     1,     3,     6,     3,     0,     7,     3,     0,     3,     1,     4,     3,     3,     4,     4,     6,     3,     6,     2
856,     3,     2,     1,     9,     4,     0,     8,     3,     2,     6,     0,     2,     2,     1,     7,     5,     8,     6,     3,     2
857,     2,     1,     1,     7,     3,     2,     8,     2,     3,     5,     3,     1,     4,     2,     7,     4,     5,     3,     6,     2
858,     3,     3,     1,     9,     1,     2,     7,     3,     3,     7,     3,     2,     7,     1,     7,     6,     6,     7,     4,     3
859,     1,     7,     8,     1,     2,     2,     1,     6,     4,     6,     3,     5,     9,     3,     5,     1,     7,     6,     1,     0
860,     7,     5,    10,     5,     0,     1,     3,     6,     5,     5,     2,     1,     2,     1,     2,     4,     1,     6,     8,    10
861,     4,     9,     4,     5,     5,     1,     2,     3,     5,     2,     7,     3,     4,     6,     3,     4,     3,     6,     5,     2
862,     8,     4,     1,     8,     4,     2,     2,     0,     5,     6,     5,     2,     1,     6,     4,     4,     2,     6,     5,     2
863,     3,     1,     1,     9,     3,     1,     8,     5,     0,     4,     1,     3,     5,     3,     6,     7,     7,     2,     3,     2
864,     3,     7,    10,     1,     0,     1,     2,     4,     4,     3,     5,     5,     9,     7,     2,     1,     7,     7,     0,     0
865,     4,     8,     8,     3,     1,     2,     3,     3,     3,     3,     3,     8,    10,     2,     2,     1,     5,     4,     2,     0
866,     0,     6,     7,     0,     1,     0,     2,     6,     4,     5,     1,     6,    10,     6,     2,     2,     8,     3,     0,     0
867,     3,     2,     1,     9,     4,     4,     9,     8,     0,     4,     1,     3,     3,     4,     7,     5,     8,     5,     3,     1
868,     2,     4,     2,    10,     2,     0,     7,     5,     1,     6,     1,     4,     3,     4,     4,     4,     8,     4,     7,     1
869,     2,     2,     1,     6,     2,     1,     4,     5,     0,     4,     0,     3,     3,     4,     6,     7,     4,     6,     7,     2
870,     4,     4,    10,     7,     1,     3,     8,     8,     6,     2,     1,     1,     1,     0,     1,     1,     5,     5,     7,     9
871,     7,     5,     8,     5,     0,     0,     5,     5,     9,     7,     2,     0,     0,     1,     3,     4,     2,     3,     9,    10
872,     2,     5,     8,     5,     0,     2,     3,     5,     8,     4,     3,     0,     3,     1,     1,     4,     1,     5,     7,    10
873,     1,     3,     2,     9,     4,     1,     8,     3,     2,     7,     1,     3,     5,     2,     8,     4,     7,     4,     7,     2
874,     7,     4,    10,     5,     0,     0,     7,     7,     9,     5,     4,     0,     0,     0,     0,     1,     2,     5,     8,    10
875,     3,     2,     3,     8,     3,     0,     8,     7,     0,     3,     2,     3,     6,     4,     6,     5,     6,     6,     3,     4
876,     2,     6,    10,     5,     0,     0,     7,     4,     8,     7,     4,     0,     2,     1,     3,     2,     0,     7,     7,    10
877,     5,     6,     1,     5,     7,     0,     6,     1,     7,     4,     8,     2,     2,     7,     3,     4,     4,     5,     4,     3
878,     3,     8,     8,     6,     1,     0,     7,     3,     8,     7,     3,     1,     0,     1,     1,     2,     5,     5,    10,     9
879,     2,     6,     8,     0,     2,     0,     1,     6,     6,     3,     2,     7,     9,     5,     1,     2,     6,     4,     0,     0
880,     5,     8,     7,     6,     0,     1,     7,     3,    10,     4,     5,     0,     0,     0,     0,     2,     2,     7,     8,     8
881,     2,     1,     4,     9,     1,     1,     7,     5,     1,     7,     0,     1,     3,     4,     6,     3,     8,     6,     3,     0
882,     4,     1,     2,     4,     4,     0,     8,     6,     1,     3,     0,     1,     2,     2,     4,     5,     7,     4,     5,     3
883,     7,     3,     3,     7,     5,     1,     3,     0,     4,     6,     8,     2,     4,     8,     2,     2,     1,     2,     9,     2
884,     3,     1,     2,    10,     2,     2,     8,     8,     0,     2,     1,     1,     3,     5,     6,     6,     8,     8,     2,     2
885,     2,     1,     2,    10,     1,     0,     9,     6,     1,     3,     3,     2,     5,     1,     8,     7,     7,     7,     4,     2
886,     2,     6,     8,     1,     2,     2,     1,     7,     4,     6,     1,     5,     9,     3,     2,     2,     7,     2,     0,     0
887,     3,     5,     7,     1,     0,     2,     1,     5,     4,     5,     3,     5,     9,     5,     2,     3,     5,     5,     0,     0
888,     3,     7,     7,     0,     2,     1,     3,     4,     5,     4,     2,     9,     8,     4,     2,     3,     7,     5,     2,     0
889,     3,     2,     2,    10,     3,     0,     9,     5,     1,     7,     2,     3,     4,     3,     7,     4,     6,     3,     5,     0
890,     2,     2,     3,     7,     3,     0,     9,     2,     0,     3,     2,     2,     4,     1,     7,     7,     7,     5,     4,     1
891,     7,     7,     1,     5,     6,     0,     5,     2,     7,     6,     5,     2,     3,    10,     4,     1,     2,     5,     4,     3
892,     1,     3,     9,     1,     0,     1,     1,     2,     5,     4,     2,     7,     9,     3,     4,     3,     8,     5,     1,     0
893,     5,     7,     9,     4,     0,     1,     5,     4,     6,     6,     1,     0,     1,     1,     1,     2,     3,     5,     8,     9
894,     2,     8,     9,     3,     0,     0,     0,     4,     5,     3,     3,     5,    10,     4,     4,     0,     7,     4,     1,     0
